proposed_group_id,bcode,descr,evidence,confidence,hq_qtymin,hq_qtyoh2,syp_qtyoh2,notes
G074,13036006,หลอดไฟ H11,REMARKS on 13036006: ใช้ H8 แทนได้ รหัส 13052492,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G074,13052492,หลอดไฟฮาโลเจน,REMARKS on 13036006: ใช้ H8 แทนได้ รหัส 13052492,high,-1,4,4,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G075,13037532,หัวเทียนมอเตอร์ไซด์,REMARKS on 13037532: C7HSA (ใช้รหัส13037534แทน),high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G075,13037534,หัวเทียนมอเตอร์ไซด์,REMARKS on 13037532: C7HSA (ใช้รหัส13037534แทน),high,-1,11,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G076,13050686,คัทเอาท์ตะกร้อ ND 12V.,REMARKS on 13050686: ใช้รหัส 13052692 แทน,high,-1,1,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G076,13052692,คัทเอาท์ตะกร้อ ND 12V.,REMARKS on 13050686: ใช้รหัส 13052692 แทน,high,0,2,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G078,14010559,ใบหินเจียร์ 4นิ้ว,REMARKS on 14050087: SUG ไม่ได้จำหน่ายแล้ว ใช้รหัส 14010559 แทน,high,25,45,28,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G078,14050087,ใบหินเจียร์ 4นิ้ว,REMARKS on 14050087: SUG ไม่ได้จำหน่ายแล้ว ใช้รหัส 14010559 แทน,high,-1,-25,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G079,15010544,ลูกปืนคลัช 40m นูน,REMARKS on 15010544: SYB ขาย 230.-/VP 197.-/ใช้รหัสนี้แทน15017741,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G079,15017741,ลูกปืนคลัช 40m นูน,REMARKS on 15010544: SYB ขาย 230.-/VP 197.-/ใช้รหัสนี้แทน15017741,high,1,2,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G081,15010577,ลูกปืน,REMARKS on 15011555: ใช้รหัส 15010577 แทน,high,0,2,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G081,15011555,ลูกปืน 3307,REMARKS on 15011555: ใช้รหัส 15010577 แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G083,15017442,ลูกปืนกันรุน (รับนน.M9540),REMARKS on 30050282: ใช้รหัส 15017442 แทน เบอร์51107 08401-51107,high,1,2,3,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G083,30050282,ลูกปืนรับน้ำหนัก/ลูกปืนกันรุนเพลาตั้ง,REMARKS on 30050282: ใช้รหัส 15017442 แทน เบอร์51107 08401-51107,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G084,15017643,ลูกปืนคลัช หน้าเรียบ,REMARKS on 15017643: SYB 245.-/KOYO 7VP 197.-/ใช้รหัส15017645แทน,high,-1,1,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G084,15017645,ลูกปืนคลัช หน้าเรียบ,REMARKS on 15017643: SYB 245.-/KOYO 7VP 197.-/ใช้รหัส15017645แทน,high,0,1,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G085,15050654,ลูกปืนกันรุน / เพลาตั้ง M105-108 / รับน้ำหนัก M9000,REMARKS on 30052577: 35533-43380 / ใช้รหัส 15050654 แทนค่ะ,high,1,0,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G085,30052577,ลูกปืนกันรุน / เพลาตั้ง M105-108 / รับน้ำหนัก M9000,REMARKS on 30052577: 35533-43380 / ใช้รหัส 15050654 แทนค่ะ,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G087,16052746,ปลั๊กคอยล์,REMARKS on 16052746: ใช้รหัสนี้แทน16052747,high,-1,0,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G087,16052747,ปลั๊กคอยล์,REMARKS on 16052746: ใช้รหัสนี้แทน16052747,high,1,3,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G088,22050149,หัวเชื้อล้างหัวฉีดดีเซล,REMARKS on 22050341: ใช้รหัส22050149แทน,high,5,8,8,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G088,22050341,หัวเชื้อล้างหัวฉีดดีเซล,REMARKS on 22050341: ใช้รหัส22050149แทน,high,-1,?,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G089,22050276,น้ำมันเบรค,REMARKS on 22050276: 30E27131616/SAE 730.-/NH610A ใช้ 22050318แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G089,22050318,น้ำมันเบรค สีดำ รถไถฟอร์ด,REMARKS on 22050276: 30E27131616/SAE 730.-/NH610A ใช้ 22050318แทน,high,1,0,3,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G090,25020100,ยางโอริง,REMARKS on 31050798: ใช้รหัส 25020100 แทน,high,1,5,4,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G090,31050798,ยางรอบเกียร์,REMARKS on 31050798: ใช้รหัส 25020100 แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G091,30010045,ปั้มน้ำ+หน้าแปลน,REMARKS on 30010045: ใช้35010482แทนครับ,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G091,35010482,ปั้มน้ำ C190,REMARKS on 30010045: ใช้35010482แทนครับ,high,1,3,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G095,30050026,จานกดคลัชคูโบต้า 11นิ้ว,REMARKS on 30050026: ใช้ 30052969 แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G095,30052969,จานกดคลัชคูโบต้า 11 นิ้ว,REMARKS on 30050026: ใช้ 30052969 แทน,high,1,2,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G097,30050181,"สลักแขนลาก 6x3""","REMARKS on 30050181: 20 แถม 1 จ๋าให้ -1 แล้วใช้ยาว 3.1/2"" รหัส 30053022 แทน",high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G097,30053022,"สลักแขนลาก 6x3.1/2""","REMARKS on 30050181: 20 แถม 1 จ๋าให้ -1 แล้วใช้ยาว 3.1/2"" รหัส 30053022 แทน",high,2,20,5,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G098,30050188,สลักตัวยูต่อโซ่+ปริ้นตัว R,REMARKS on 30050913: ใช้รหัส 30050188 แทนค่ะ,high,4,5,4,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G098,30050913,สลักตัวยูต่อโซ่คูโบต้า,REMARKS on 30050913: ใช้รหัส 30050188 แทนค่ะ,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G100,30050283,ไส้กรองอากาศคูโบต้า,REMARKS on 30050283: ใช้รหัสนี้แทน 35010475; REMARKS on 35010475: ใช้แทนรหัส30050283 ใช้ด้วยกันได้,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G100,35010475,กรองอากาศอิเซกิ,REMARKS on 30050283: ใช้รหัสนี้แทน 35010475; REMARKS on 35010475: ใช้แทนรหัส30050283 ใช้ด้วยกันได้,high,2,5,3,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G101,30050350,แขนกลางคูโบต้า แป๊ปใหญ่,REMARKS on 30052467: ใช้รหัส 30050350 แทน หมดไม่สั่ง,high,4,5,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G101,30052467,แขนกลางคูโบต้า เล็ก,REMARKS on 30052467: ใช้รหัส 30050350 แทน หมดไม่สั่ง,high,-1,2,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G103,30050595,ชาพก้าน STD,REMARKS on 30050595: ใช้กับรุ่น Kx191-3   ใช้รหัสแทน 30052531,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G103,30052531,ชาพก้าน STD,REMARKS on 30050595: ใช้กับรุ่น Kx191-3   ใช้รหัสแทน 30052531,high,5,12,4,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G105,30050659,ดุมล้อหน้า คูโบต้า,REMARKS on 30050659: .ใช้รหัสแทน 30052552,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G105,30052552,ดุมล้อหน้า คูโบต้า,REMARKS on 30050659: .ใช้รหัสแทน 30052552,high,1,3,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G106,30050720,ลูกปืนคลัชคูโบต้า,REMARKS on 30050720: TC650-26350 // VP ไม่มี มีแต่ของจีน // MKV 675.-/ใช้รหัส30053184แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G106,30053184,ลูกปืนคลัชคูโบต้า,REMARKS on 30050720: TC650-26350 // VP ไม่มี มีแต่ของจีน // MKV 675.-/ใช้รหัส30053184แทน,high,6,20,7,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G109,30051142,ชุดยอยเพลากลาง (13Tx14),REMARKS on 30051142: ใช้รหัส30052534แทนครับต่างกันที่หัวอัดจารบีแต่ใช้ได้,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G109,30052534,ชุดง่ามยอยเพลากลาง (13Tx14),REMARKS on 30051142: ใช้รหัส30052534แทนครับต่างกันที่หัวอัดจารบีแต่ใช้ได้,high,2,3,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G111,30051304,แหวนรองลูกปืน,REMARKS on 30051363: ใช้รหัสแทน 30051304,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G111,30051363,แผ่นชิมเพลาตั้ง,REMARKS on 30051363: ใช้รหัสแทน 30051304,high,2,6,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G112,30051563,ยางลูกสูบคลัช/โอริงเสื้อคลัช เล็ก,REMARKS on 30051625: ใช้รหัส 30051563 แทนค่ะ,high,1,5,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G112,30051625,ยางเหลี่ยมวาวคลัช/โอริงเสื้อคลัช เล็ก,REMARKS on 30051625: ใช้รหัส 30051563 แทนค่ะ,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G113,30051675,ปั้มไฮโดรลิค (15T) เสื้อเหล็ก,"REMARKS on 30051675: -BM8000,PB8000.- SKKS7500- ใช้แทน 30051687",high,0,1,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G113,30051687,ปั้มไฮโดรลิค (15T) เสื้ออลู,"REMARKS on 30051675: -BM8000,PB8000.- SKKS7500- ใช้แทน 30051687",high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G117,30052082,ซีลรูดฝุ่น,REMARKS on 30052082: ใช้รหัส 30052842 แทนค่ะ,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G117,30052842,ซีลรูดฝุ่น,REMARKS on 30052082: ใช้รหัส 30052842 แทนค่ะ,high,0,0,3,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G120,30052735,ซีล/ปะเก็นลูกสูบกระบอกช่วยเลี้ยว,REMARKS on 30052735: 30052749 ใช้รหัสนี้แทน,high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G120,30052749,ซีล/ปะเก็นลูกสูบกระบอกช่วยเลี้ยว,REMARKS on 30052735: 30052749 ใช้รหัสนี้แทน,high,0,4,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G124,32010118,กรองน้ำมันเครื่อง 12UNF-2B,REMARKS on 32010118: ใช้รหัส 32010122 แทนค่ะ,high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G124,32010122,กรองน้ำมันเครื่อง 12UNF-2B,REMARKS on 32010118: ใช้รหัส 32010122 แทนค่ะ,high,1,2,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G125,32050165,ไส้กรองอากาศ มีจาน,REMARKS on 32050165: ใช้รหัส 32050317 แทนค่ะ,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G125,32050317,ไส้กรองอากาศ มีจาน,REMARKS on 32050165: ใช้รหัส 32050317 แทนค่ะ,high,0,1,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G126,32050209,ไส้กรองอากาศ มีใบพัด,REMARKS on 35010473: SMA 430.-ปี65 16546-05H10/ใช้รหัส32050209แทน,high,0,2,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G126,35010473,กรองอากาศอิเซกิ มีใบพัด,REMARKS on 35010473: SMA 430.-ปี65 16546-05H10/ใช้รหัส32050209แทน,high,-1,0,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G127,35010057,พลาสติก+ยางกระบอกไฮ,REMARKS on 35010061: ใช้แทน 35010057,high,1,1,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G127,35010061,พลาสติกกระบอกไฮ ตัวล่าง,REMARKS on 35010061: ใช้แทน 35010057,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G128,35010371,สกรูล้อหลัง(สตัท)ครบชุด,REMARKS on 35010371: CRRK ใช้ 35010536 แทน,high,-1,0,4,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G128,35010536,สกรูล้อหลัง(สตัท)ครบชุด,REMARKS on 35010371: CRRK ใช้ 35010536 แทน,high,4,6,4,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G129,35010403,หม้อน้ำ อลูมิเนียมทั้งใบ,"REMARKS on 35050248: 52623109/PB 3,500.- CRRK 3,000.-ใช้รหัส35010403แทน",high,1,4,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G129,35050248,"หม้อน้ำ YANMA พลาสติก (สูง 375cm,กว้าง 440cm)","REMARKS on 35050248: 52623109/PB 3,500.- CRRK 3,000.-ใช้รหัส35010403แทน",high,-1,4,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G004,03052283,แหวนลูกสูบ 86มิล,REMARKS on 03052283: แยกไปเป็นรหัส 35050089 แทน; REMARKS on 35050089: ราคาเก่า280.-   ใช้รหัส03053418แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G004,03053418,แหวนลูกสูบ 86M รุ่น4แหวน,REMARKS on 03052283: แยกไปเป็นรหัส 35050089 แทน; REMARKS on 35050089: ราคาเก่า280.-   ใช้รหัส03053418แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G004,35050089,แหวนลูกสูบ 86 มิล,REMARKS on 03052283: แยกไปเป็นรหัส 35050089 แทน; REMARKS on 35050089: ราคาเก่า280.-   ใช้รหัส03053418แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G026,05051441,แม่ปั้มเบรค,REMARKS on 05051934: ใช้รหัส05051441แทน,high,0,1,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G026,05051934,"แม่ปั้มเบรค 15/16""",REMARKS on 05051934: ใช้รหัส05051441แทน,high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G037,08055684,กระบอกเบรคหลัง 11/16,REMARKS on 08056222: ลูกค้าสั่ง 1 ลูกค่ะ ใช้รหัสนี้แทนได้คะ (08055684),high,0,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G037,08056222,กระบอกเบรคหลังซ้าย 11/16,REMARKS on 08056222: ลูกค้าสั่ง 1 ลูกค่ะ ใช้รหัสนี้แทนได้คะ (08055684),high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G045,12050286,วาวมือโยก 4 แกน,REMARKS on 12050286: เคยขายให้สหกิจ 18200.- ช.อ๊อด ใช้ 12050300 แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G045,12050300,วาวมือโยก 4 แกน 4P80,REMARKS on 12050286: เคยขายให้สหกิจ 18200.- ช.อ๊อด ใช้ 12050300 แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G046,12050635,แหวนรองเฟืองทดหลัง ตัวใหญ่,REMARKS on 12050854: แทน (12050635),high,4,6,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G046,12050854,แหวนรองเฟืองทด ใหญ่ (ล้อหลัง),REMARKS on 12050854: แทน (12050635),high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G047,12051140,สปริงบายพาสวาว,REMARKS on 12051140: ใช้รหัส 12054195แทนครับ,high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G047,12054195,สปริงบายพาสวาว,REMARKS on 12051140: ใช้รหัส 12054195แทนครับ,high,0,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G050,12052162,ปั้มไฮโดรลิค TD95,REMARKS on 12053270: ใช้รหัส 12052162 แทน และ ใช้ตัว4.5L 15F-5-14 ได้,high,1,2,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G050,12053270,ปั้มพวงมาลัย TD95,REMARKS on 12053270: ใช้รหัส 12052162 แทน และ ใช้ตัว4.5L 15F-5-14 ได้,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G051,12052171,"จานไถพรวน 24""",REMARKS on 12052171: 12052574 ใช้รหัสนี้แทนได้,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G051,12052574,"จานไถพรวน 24""",REMARKS on 12052171: 12052574 ใช้รหัสนี้แทนได้,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G052,12052173,"จานไถพรวน 24""",REMARKS on 12052757: 12052173 ใช้รหัสนี้แทนได้ รู53ใช้กับ55ได้,high,4,42,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G052,12052757,"จานไถพรวน 24""",REMARKS on 12052757: 12052173 ใช้รหัสนี้แทนได้ รู53ใช้กับ55ได้,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G056,12053009,เก้าอี้พับแขน ดำ (ที่เท้าแขนแยก),REMARKS on 12053059: ราคาใหม่ 3900.- ใช้แทน 12053009,high,2,6,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G056,12053059,เก้าอี้พับแขน ดำ (ระบบโช๊ดสปริงคู่),REMARKS on 12053059: ราคาใหม่ 3900.- ใช้แทน 12053009,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G063,12054174,ข้อต่อวาวคอนโทรล,REMARKS on 12054174: ใช้รหัส33010527แทน,high,-1,16,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G063,33010527,ข้อต่อกลาง เซาะร่องโอริง,REMARKS on 12054174: ใช้รหัส33010527แทน,high,4,9,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G071,13026933,สปริงคันเร่ง,REMARKS on 13026933: ใช้รหัส 13026955 แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G071,13026955,สปริงคันเร่ง,REMARKS on 13026933: ใช้รหัส 13026955 แทน,high,2,27,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G077,13052543,"ยางนอกล้อหน้า ขอบ12"" ก้างปลา","REMARKS on 13052543: หน้ากว้าง 7 นิ้ว,F334PR 7.00-12.ใช้รหัส13052672แทนตรงรุ่น",high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G077,13052672,"ยางนอกล้อหน้า ขอบ12"" ก้างปลา","REMARKS on 13052543: หน้ากว้าง 7 นิ้ว,F334PR 7.00-12.ใช้รหัส13052672แทนตรงรุ่น",high,1,2,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G080,15010557,ลูกปืนเข็มรูเกียร์ 3,REMARKS on 15020052: ใช้รหัส 15010557แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G080,15020052,ลูกปืนปลายเดือยหมู 35-80 หลุด,REMARKS on 15020052: ใช้รหัส 15010557แทน,high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G086,16052535,ลูกหมากกันโครงหน้า,REMARKS on 16052535: ใช้รหัส 16052926 แทน,high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G086,16052926,ลูกหมากกันโครงหน้า,REMARKS on 16052535: ใช้รหัส 16052926 แทน,high,0,5,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G092,30010252,ฝาสูบ 4 สูบ รุ่น  DI,"REMARKS on 30010252: ศูนย์ 21,000.- ใช้รหัส 30010283 แทน",high,0,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G092,30010283,ฝาสูบแท้ 4สูบ รุ่น DI,"REMARKS on 30010252: ศูนย์ 21,000.- ใช้รหัส 30010283 แทน",high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G093,30010261,หัวฉีดน้ำมันเชื้อเพลิง,REMARKS on 30010261: ศูนย์1980.-   ใช้รหัสแทน 30010310,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G093,30010310,หัวฉีดน้ำมันเชื้อเพลิง,REMARKS on 30010261: ศูนย์1980.-   ใช้รหัสแทน 30010310,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G094,30010396,"กะทะล้อหน้า 6 รู คูโบต้า ขอบ 16""",REMARKS on 30051891: ใช้รหัสแทน  30010396,high,1,3,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G094,30051891,"กะทะล้อหน้า คูโบต้า ขอบ16"" 4WD",REMARKS on 30051891: ใช้รหัสแทน  30010396,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G108,30050867,ไส้กรองอากาศ,REMARKS on 30050867: 67-160/182-279/288/ของหมด ใช้กับรหัส32010035แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G108,32010035,ไส้กรองอากาศ นอก+ใน มีใบพัด,REMARKS on 30050867: 67-160/182-279/288/ของหมด ใช้กับรหัส32010035แทน,high,0,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G110,30051208,ปะเก็นเครื่อง ชุดล่าง,REMARKS on 30051208: ใช้ 30052991 แทน,high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G110,30052991,ปะเก็นเครื่อง ชุดล่าง,REMARKS on 30051208: ใช้ 30052991 แทน,high,0,1,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G114,30051831,สลักเฟืองทดล้อหน้า,REMARKS on 30051831: ใช้รหัสแทน 30052493,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G114,30052493,สลักเฟืองทดล้อหน้า,REMARKS on 30051831: ใช้รหัสแทน 30052493,high,3,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G115,30051966,ชุดแขนเลื่อนเกียร์,REMARKS on 30052247: ศูนย์ขาย 660.- /ใช้รหัส 30051966 แทนค่ะ,high,0,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G115,30052247,ชุดแขนเลื่อนเกียร์,REMARKS on 30052247: ศูนย์ขาย 660.- /ใช้รหัส 30051966 แทนค่ะ,high,-1,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G116,30052029,"จานคลัช 11""x14T ผ้าทองแดง",REMARKS on 30052029: SKKS750.- SMF600.- M5000 ใช้ รห้ส 30052335 แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G116,30052335,"จานคลัช 11""x14T",REMARKS on 30052029: SKKS750.- SMF600.- M5000 ใช้ รห้ส 30052335 แทน,high,1,3,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G119,30052108,"ปะเก็นฝาสูบเหล็ก L3608,L4018","REMARKS on 30052108: 1G750-03312 ใช้แทนรหัส 30052459  L3608,L4018",high,2,5,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G119,30052459,ปะเก็นฝาสูบ,"REMARKS on 30052108: 1G750-03312 ใช้แทนรหัส 30052459  L3608,L4018",high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G121,31050277,ยางกันฝุ่นเกียร์สโล/ยางกันฝุ่นเกียร์,REMARKS on 31050282: หมด ใช้รหัส 31050277 หรือ 31050502 แทนได้ค่ะ,high,1,2,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G121,31050282,ยางกันฝุ่นเกียร์,REMARKS on 31050282: หมด ใช้รหัส 31050277 หรือ 31050502 แทนได้ค่ะ,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G123,31050884,"จานคลัช 12""x21Tx29mm","REMARKS on 31050941: KTC 1,800.-/ST หมด ใช้รหัส 31050884 แทน",high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G123,31050941,"จานคลัช 12""x21Tx29mm","REMARKS on 31050941: KTC 1,800.-/ST หมด ใช้รหัส 31050884 แทน",high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G130,35010423,ชุดแกน+จานเดือยหมูหน้า,REMARKS on 35010551: ใช้รหัสนี้แทน35010423,high,1,2,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G130,35010551,ชุดแกน+จานเดือยหมูหน้า,REMARKS on 35010551: ใช้รหัสนี้แทน35010423,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G131,35050088,ปะเก็นฝาสูบ,REMARKS on 35050088: ใช้แทน 35050179,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G131,35050179,ปะเก็นฝาสูบ 88 มิล,REMARKS on 35050088: ใช้แทน 35050179,high,1,2,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G132,35050092,ซีล/ยางกันฝุ่นเบรค,REMARKS on 35050092: ยางครอบคันเกียร์ ใช้รหัส35050347แทน,high,-1,3,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G132,35050347,ยางครอบคันเกียร์ ตัวใน,REMARKS on 35050092: ยางครอบคันเกียร์ ใช้รหัส35050347แทน,high,1,4,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G133,35050142,แหวนลูกสูบ 92 มิล,REMARKS on 35050142: CRRK 450.-/BK 500.- หมด ใช้รหัส 35050301 แทน,high,-1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G133,35050301,แหวนลูกสูบ 92 มิล,REMARKS on 35050142: CRRK 450.-/BK 500.- หมด ใช้รหัส 35050301 แทน,high,2,4,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G003,32050058,โรลเลอร์,REMARKS on 32050058: ใช้ PC200รหัส 32050152 แทนได้; REMARKS on 32050152: ใช้ SK200 รหัส 32050058 แทนได้; REMARKS on 32050396: ใช้ PC200รหัส 32050152 แทนได้; REMARKS on 32050410: ใช้ PC200รหัส 32050152 แทนได้,med,3,6,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G003,32050152,โรลเลอร์,REMARKS on 32050058: ใช้ PC200รหัส 32050152 แทนได้; REMARKS on 32050152: ใช้ SK200 รหัส 32050058 แทนได้; REMARKS on 32050396: ใช้ PC200รหัส 32050152 แทนได้; REMARKS on 32050410: ใช้ PC200รหัส 32050152 แทนได้,med,1,6,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
